"Awarding Agency:","Tender Package No:","Tender Type:","Contract Type:","Lot #:","Tender Description:","Approval Auth:","Justification:","Contract Date:","Delivery / Completion Date:","Contract Currency:","Contract Award Price:","Contract Awarded To:","Company Email:","Company Address:","Company Tel:","Supplier #:"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","1","ESSENTIAL MEDICINE","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 2021","20th January, 2022","Ghana Cedi","Gh¢95712.04","JOS PHARMACEUTICAL COMPANY LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","","ESSENTIAL MEDICINES","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 2021","20th January, 2022","Ghana Cedi","Gh¢54649.00","GOKALS LABOREX LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","","ESSENTIAL MEDICINES","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 2021","20th January, 2022","Ghana Cedi","Gh¢561267.00","INTRAVENOUS INFUSIONS PLC","","","","-"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","","ESSENTIAL MEDICINES","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 2021","20th January, 2022","Ghana Cedi","Gh¢416090.00","SANBAO (GHANA) PHARMACEUTICAL LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","","ESSENTIAL MEDICINES","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 2021","20th January, 2022","Ghana Cedi","Gh¢96957.20","ATLAS PHARMACY LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","","ESSENTIAL MEDICINES","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 2021","20th January, 2022","Ghana Cedi","Gh¢181213.80","VALLEY VIEW PHARMACY LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","","ESSENTIAL MEDICINES","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 2021","20th January, 2022","Ghana Cedi","Gh¢192765.12","SUPRA PHARMA LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","","ESSENTIAL MEDICINES","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 2021","20th January, 2022","Ghana Cedi","Gh¢399843.20","HERONA COMANY LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","","ESSENTIAL MEDICINES","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 0021","20th January, 2022","Ghana Cedi","Gh¢18868.50","KINAPHARMA LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","","ESSENTIAL MEDICINES","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 2021","20th January, 2022","Ghana Cedi","Gh¢1605760.00","HILLS PHARMACEUTICALS LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","","ESSENTIAL MEDICINES","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 2021","20th January, 2022","Ghana Cedi","Gh¢142025.00","ROCK CHEMISTS","","","","-"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","","ESSENTIAL MEDICINES","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 2021","20th January, 2022","Ghana Cedi","Gh¢27795.00","MEGA LIFESCIENCES GHANA LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/RT/MED/20/01","-","Restricted Tender","","ESSENTIAL MEDICINES","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","20th January, 2021","20th January, 2022","Ghana Cedi","Gh¢238147.00","RENIE CHEMIST LIMIRED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/10","-","Restricted Tender","1`","PRINTING AND SUPPLY OF MINISTRY OF HEALTH GENERAL COUNTERFOIL RECEIPT (GCR) BOOKS","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","11th September, 2020","11th November, 2020","Ghana Cedi","Gh¢1750000.00","JAMAD PRINTING PRESS LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/17","-","Restricted Tender","1","PRINTING AND SUPPLY OF VEHICLE INCOME TAX (VIT) CAT. A 3RD QUARTER,2020","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","19th October, 2020","20th November, 2020","Ghana Cedi","Gh¢396697.50","PRIMMOND LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/43","-","Restricted Tender","1","PRINTING AND SUPPLY OF HOLOGRAM FOILS FOR VALUE BOKS","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","09th December, 2020","09th March, 2021","Ghana Cedi","Gh¢6736000.00","SAFEWAY PRINTING WORKS LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/50","-","Restricted Tender","1","PRINTING AND SUPPLY OF 3% FLAT RATE INVOICE BOOKS FOR GHANA REVENUE AUTHORITY","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","24th December, 2020","24th February, 2021","Ghana Cedi","Gh¢1575000.00","DIDDLE ENTERPRISE","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/40","-","Restricted Tender","1","PRINTING AND SUPPLY ON-SITE BANKING RECEIPTS FOR KORLE-BU TEACHING HOSPITAL","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","11th December, 2020","15th January, 2021","Ghana Cedi","Gh¢178959.38","PAPER HOUSE LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/41","-","Restricted Tender","1","PRINTING AND SUPPLY OF ON-SITE BANKING RECEIPTS FOR REGISTRAR GENERAL'S DEPARTMENT","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","11th December, 2020","11th January, 2021","Ghana Cedi","Gh¢176904.00","PAPER HOUSE LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/19/24","-","Restricted Tender","1","PRINTING AND SUPPLY OF BUSINESS CERTIFICATE WITH SECURITY FEATURES FOR REGISTRAR GENERAL'S DEPARTMENT","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","11th September, 2020","11th November, 2020","Ghana Cedi","Gh¢1240000.00","Yasarko press Ltd","Yasarko@yahoo.com","n/a","n/a","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/29","-","Restricted Tender","1","PRINTING AND SUPPLY OF MIGRATION CARDS FOR GHANA IMMIGRATION SERVICE","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","10th September, 2020","20th October, 2020","Ghana Cedi","Gh¢2315599.65","BUCK PRESS LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/19/51","-","Restricted Tender","1","PRINTING AND SUPPLY OF STORES RECEIVED ADVICE","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","22nd December, 2020","29th January, 2021","Ghana Cedi","Gh¢161500.00","BOSOMPEM BUSINESS VENTURES LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/19","-","Restricted Tender","1","PRINTING AND SUPPLY OF VEHICLE INCOME TAX (VIT) CAT. D 3RD QUARTER,2020","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","14th October, 2020","11th December, 2020","Ghana Cedi","Gh¢349700.00","SAFEWAY PRINTING WORKS LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/1","-","Restricted Tender","1","PRINTING AND SUPPLY OF COMPUTERIZED TAX CREDIT CERTIFICATE FOR 2ND QUARTER,2020","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","15th September, 2020","16th November, 2020","Ghana Cedi","Gh¢2999200.00","DERISCO COMPANY LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/19/20","-","Restricted Tender","1","PRINTING AND SUPPLY OF VEHICLE INCOME TAX (VIT)  STICKERS CAT. C 2ND QUARTER,2020","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","18th August, 2020","09th December, 2020","Ghana Cedi","Gh¢221831.81","Best time press Ltd","info@Besttime.com","n/a","n/a","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/11","-","Restricted Tender","1","PRINTING AND SUPPLY OF MINISTRY OF FOOD AND AGRICULTURE SUBSIDY FORM BOOKS","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","13th August, 2020","13th October, 2020","Ghana Cedi","Gh¢233780.00","SAFEWAY PRINTING WORKS LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/13","-","Restricted Tender","1","PRINTING AND SUPPLY OF ENVIRONMENTAL PROTECTION AGENCY (EPA) VALUE BOOKS","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","19th October, 2020","20th November, 2020","Ghana Cedi","Gh¢230990.00","GIGS PUBLICATIONS","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/34","-","Restricted Tender","1","PRINTING AND SUPPLY OF MARKET TOLL TICKETS (GENERIC)","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","16th December, 2020","16th February, 2021","Ghana Cedi","Gh¢980000.00","SAFEWAY PRINTING WORKS LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/14","-","Restricted Tender","1","PRINTING AND SUPPLY OF MINISTRY OF HEALTH ID CARDS","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","29th September, 2020","29th October, 2020","Ghana Cedi","Gh¢165000.00","MINIPACK PRESS","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/21","-","Restricted Tender","1","PRINTING AND SUPPLY OF CARBONLESS WATERMARKED SECURITY PAPERS","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","13th October, 2020","13th January, 2021","Ghana Cedi","Gh¢19616779.52","STRATEGIC SECURITY SYSTEMS","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/19/46","-","Restricted Tender","1","PRINTING AND SUPPLY OF GHANA HIGHWAY AUTHORITY TOLL TICKETS","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","19th May, 2020","19th August, 2020","Ghana Cedi","Gh¢4861600.00","BETHESDA PRESS LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/46","-","Restricted Tender","1","PRINTING AND SUPPLY OF BESPOKE CARBONLESS PAPERS FOR THE PRINTING OF VALUE BOOKS FOR GHANA REVENUE AUTHORITY","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","19th December, 2020","24th June, 2020","Ghana Cedi","Gh¢19616779.20","CHECKPOINT GHANA LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/32","-","Restricted Tender","1","PRINTING AND SUPPLY OF 3D METALLIC HOLOGRAPHIC FOILS FOR BIRTH AND DEATHS REGISTRY","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","24th December, 2020","24th March, 2021","Ghana Cedi","Gh¢7560000.00","INNOLINK LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/44","-","Restricted Tender","1","PRINTING AND SUPPLY OF BUSINESS CERTIFICATE WITH SECURITY FEATURES FOR REGISTRAR GENERAL'S DEPARTMENT","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","22nd December, 2020","22nd January, 2021","Ghana Cedi","Gh¢251100.00","DIDDLE ENTERPRISE","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/44","-","Restricted Tender","1","PRINTING AND SUPPLY OF PURCHASE ORDER BOOKLETS","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","10th December, 2020","15th February, 2021","Ghana Cedi","Gh¢200000.00","Yasarko press Ltd","Yasarko@yahoo.com","n/a","n/a","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/18","-","Restricted Tender","1","PRINTING AND SUPPLY OF VEHICLE INCOME TAX (VIT) CAT. C 3RD QUARTER,2020","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","14th October, 2020","14th November, 2020","Ghana Cedi","Gh¢222370.50","INNOLINK LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0018/21/5","-","Restricted Tender","1.","PRINTING AND SUPPLY OF VEHICLE INCOME TAX (VIT) STICKER   BOOKLETS ( CATEGORY C )","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","07th June, 2021","17th July, 2021","Ghana Cedi","Gh¢346952.00","BESTAS PRESS LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0018/21/4","-","Restricted Tender","1","PRINTING AND SUPPLY OF VEHICLE INCOME TAX (VIT) STICKER   BOOKLETS ( CATEGORY D )","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","11th June, 2021","11th July, 2021","Ghana Cedi","Gh¢465583.00","SAFEWAY PRINTING WORKS LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0010/21/01","-","Restricted Tender","2","PRINTING AND SUPPLY OF MODIFIED STANDARD RATE INVOICE BOOKS (LOT 2)","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","07th June, 2021","08th August, 2021","Ghana Cedi","Gh¢598500.00","DERISCO COMPANY LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/39","-","Restricted Tender","1","PRINTING AND SUPPLY OF ON-SITE BANKING RECEIPTS FOR KOMFO ANOKYE TEACHING HOSPITAL","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","11th December, 2020","15th January, 2021","Ghana Cedi","Gh¢164784.38","PAPER HOUSE LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/48","-","Restricted Tender","1","PRINTING AND SUPPLY OF VEHICLE INCOME TAX (VIT)  STICKERS CAT. D 4TH QUARTER,2020","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","22nd December, 2020","24th January, 2021","Ghana Cedi","Gh¢253424.00","PRIMMOND LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/47","-","Restricted Tender","1","PRINTING AND SUPPLY OF VEHICLE INCOME TAX (VIT)  STICKERS CAT. C 4TH QUARTER,2020","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","22nd December, 2020","22nd January, 2021","Ghana Cedi","Gh¢215552.00","TRUE FAITH ENTERPRISE LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/42","-","Restricted Tender","1","PRINTING AND SUPPLY OF FOUR PLY CONTINUOUS FORMS","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","31st December, 2020","30th January, 2021","Ghana Cedi","Gh¢378000.00","PAPER HOUSE LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/49","-","Restricted Tender","1","PRINTING AND SUPPLY OF VEHICLE INCOME TAX (VIT) STICKERS CATEGORY ""A"" 4TH QUARTER,2020","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","24th December, 2020","24th January, 2021","Ghana Cedi","Gh¢323136.00","SUPREME CONCEPT CO. LTD","","P. O. BOX KB 182 KORLE- BU, ACCRA","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/38","-","Restricted Tender","1","PRINTING AND SUPPLY OF MISCELLANEOUS RECEIPT BOOKS FOR GHANA REVENUE AUTHORITY","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","19th October, 2020","19th November, 2020","Ghana Cedi","Gh¢124749.99","PRIMMOND LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/20","-","Restricted Tender","1","PRINTING AND SUPPLY OF VEHICLE INCOME TAX (VIT) STICKERS CAT. D 2ND QUARTER,2020","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","14th August, 2020","14th September, 2020","Ghana Cedi","Gh¢207380.25","BUCK PRESS LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/RT/STA/20/01","-","Restricted Tender","","STATIONERY AND PRINTING","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","09th April, 2021","09th April, 2022","Ghana Cedi","Gh¢171984.25","KENNEX CARE","","","","-"
"Ridge Hospital","GHS/GARH/RT/STA/20/01","-","Restricted Tender","","STATIONERY AND PRINTING ITEMS","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","09th April, 2021","09th April, 2022","Ghana Cedi","Gh¢51840.00","BOTESS PRINTING PRESS LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/RT/STA/20/01","-","Restricted Tender","","STATIONERY AND PRINTING ITEMS","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","09th April, 2021","09th April, 2022","Ghana Cedi","Gh¢22542.00","SAMZARA VENTURES","","","","-"
"Ridge Hospital","GHS/GARH/RT/STA/20/01","-","Restricted Tender","","STATIONERY AND PRINTING ITEMS","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","09th April, 2021","09th April, 2022","Ghana Cedi","Gh¢216162.93","BRIGHTWAY ENTERPRISE LTD.","","","","-"
"Ridge Hospital","GHS/GARH/RT/X'RAY/20/01","-","Restricted Tender","","X'RAY ITEMS","Central Tender Review Committee","40 (1)c - National Emergency / Catastrophic Event","09th April, 2021","09th April, 2022","Ghana Cedi","Gh¢429136.00","EAST CANTONMENTS PHARMACY LIMITED","","","","-"
