"Awarding Agency:","Tender Package No:","Tender Type:","Contract Type:","Lot #:","Tender Description:","Approval Auth:","Justification:","Contract Date:","Delivery / Completion Date:","Contract Currency:","Contract Award Price:","Contract Awarded To:","Company Email:","Company Address:","Company Tel:","Supplier #:"
"Ministry of Finance","GR/MOF/SS/020/2020","-","Single Sourced","1","End of Year Food package - Rice","ETC/PPA","40 (1)a - Proprietary","15th December, 2020","24th December, 2020","Ghana Cedi","Gh¢111000.00","Olam Ghana Limited","0","0","0","-"
"Ministry of Finance","GR/MOF/SS/020/2020","-","Single Sourced","2","End of Year Food Package - Vegetable Oil (Soy Beans) - Tin Mackerel Fish - Tuna Flakes - Tin Tomatoes","ETC/PPA","40 (1)a - Proprietary","15th December, 2020","24th December, 2020","Ghana Cedi","Gh¢98640.00","FIO ENTERPRISES LIMITED","","","","-"
"Ministry of Finance","GR/MOF/SS/020/2020","-","Single Sourced","2","End of Year Food Package - Vegetable Oil (Soy Beans) - Tin Mackerel Fish - Tuna Flakes - Tin Tomatoes","ETC/PPA","40 (1)a - Proprietary","15th December, 2020","24th December, 2020","Ghana Cedi","Gh¢98640.00","FIO ENTERPRISES LIMITED","","","","-"
"Ministry of Education","MOE/RT/VEH/001/2013","-","Single Sourced","1","","Ministerial Tender Review Committee","-","26th July, 2013","05th August, 2013","Ghana Cedi","Gh¢76414.00","Universal Motors Ltd","","","","-"
"Koforidua Technical University","ER/KTU/GD/0009/18","-","Single Sourced","","The classroom furniture supplied was fit for purpose.","ETC/PPA","40 (1)b - Urgency","03rd September, 2019","06th September, 2019","Ghana Cedi","Gh¢260130.00","K. Asenso Company Limited","0","0","0","-"
"Tema Development Corporation","GR/TDCL/WK/0016/2019","-","Single Sourced","Lot 1","Its a National Housing and Mortgage Project","ETC/PPA","40 (1)b - Urgency","28th October, 2019","30th October, 2020","Ghana Cedi","Gh¢10119015.00","CHINA STATE HUALONG CONSTRUCTION GH LIMITED","","","","-"
"Tema Development Corporation","GR/TDCL/WK/0016/2019","-","Single Sourced","2","A National Housing and Mortgage Project","ETC/PPA","40 (1)b - Urgency","28th October, 2019","30th October, 2020","Ghana Cedi","Gh¢5866770.00","YANJIAN GROUP GHANA LIMITED","","","","-"
"Tema Development Corporation","GR/TDCL/WK/0016/2019","-","Single Sourced","3","A National Housing and Mortgage Project","ETC/PPA","40 (1)b - Urgency","28th October, 2019","30th October, 2020","Ghana Cedi","Gh¢6856586.00","FRIDOUG LIMITED","","","","-"
"Tema Development Corporation","GR/TDCL/WK/0016/2019","-","Single Sourced","4","A National Housing and Mortgage Project","ETC/PPA","40 (1)b - Urgency","28th October, 2019","30th October, 2020","Ghana Cedi","Gh¢5798590.00","CHARLIEMAX INVESTMENTS LIMITED","","","","-"
"Tema Development Corporation","GR/TDCL/WK/0020/2019","-","Single Sourced","6","A National Housing and Mortgage Project","ETC/PPA","40 (1)b - Urgency","28th October, 2019","30th October, 2020","Ghana Cedi","Gh¢829132.00","ARK EXPRESS GHANA LIMITED","","","","-"
"Tema Development Corporation","GR/TDCL/WK/0019/2019","-","Single Sourced","5","A National Housing and Mortgage Project","ETC/PPA","40 (1)b - Urgency","28th October, 2019","30th October, 2020","Ghana Cedi","Gh¢3580129.00","MACKSAMS LIMITED","","","","-"
"Tema Development Corporation","GR/TDCL/WK/0018/2019","-","Single Sourced","","Completing Affordable Project to reduce the Housing deficit.","ETC/PPA","40 (1)b - Urgency","09th January, 2020","30th December, 2022","Ghana Cedi","Gh¢315763469.00","CHINA STATE HUALONG CONSTRUCTION GH LIMITED","","","","-"
"Zongo Development Fund","GR/ZoDF/WK/003/19","-","Single Sourced","17","CONSTRUCTION OF COMMUNITY LIBRARY WITH FURNITURE AT NSAWAM ADOAGYIR","ETC/PPA","40 (1)b - Urgency","31st December, 2019","01st July, 2020","Ghana Cedi","Gh¢570000.00","EMIRATE PLUS GHANA LIMITED","","","","-"
"Zongo Development Fund","GR/ZoDF/CSL/001/19","-","Single Sourced","3","CONSULTANCY FOR THE DESIGN AND SUPERVISION OF VARIOUS PROJECTS IN THE NORTHERN BELT","ETC/PPA","72 (5) (c) - Consultant  / Follow-up Assignment ( 40) (1) (c)","25th November, 2019","25th November, 2020","Ghana Cedi","Gh¢875100.00","ABBUC ENGINEERING LIMITED","","","","-"
"Zongo Development Fund","GR/ZoDF/CSL/001/19","-","Single Sourced","2","CONSULTANCY FOR THE DESIGN AND SUPERVISION OF VARIOUS PROJECTS IN THE COASTAL BELT.","ETC/PPA","72 (5) (c) - Consultant  / Follow-up Assignment ( 40) (1) (c)","25th November, 2019","25th November, 2020","Ghana Cedi","Gh¢875100.00","GLOBAL UNITYTRUST INVESTMENT LIMITED","","","","-"
"Ghana Cocoa Board","GCB/PU/CODAPEC/RT/V.1/2013/01","-","Single Sourced","1","","Central Tender Review Committee","-","20th September, 2013","01st December, 2013","Ghana Cedi","Gh¢1835400.00","GREAT PALACE HERITAGE (GH) LTD","","P.O.BOX 6719 ACCRA","","-"
"National Board for Small Scale Industries","NBSSI/GOV/CAP/2020/020","-","Single Sourced","1","Post Communications and Brand Management for CAPBuSS","ETC/PPA","40 (1)b - Urgency","31st August, 2020","29th January, 2021","Ghana Cedi","Gh¢4324000.00","Digicraft Limited","0","0","0","-"
"National Board for Small Scale Industries","NBSSI/GOV/CAP/2020/038","-","Single Sourced","1","Printing of 100000 Registration Certificates under CAPBUSS","ETC/PPA","40 (1)b - Urgency","27th November, 2020","11th December, 2020","Ghana Cedi","Gh¢494400.00","NT Planners","0","0","0","-"
"National Board for Small Scale Industries","NBSSI/MCF/RFQ/053/2020","-","Single Sourced","1","Printing of Training Manuals for both Trainees and Service Providers for the Young Africa Work Project","ETC/PPA","40 (1)b - Urgency","30th November, 2020","28th June, 2021","Ghana Cedi","Gh¢4849887.00","PRINTMAN GHANA LIMITED","","","","-"
"Council for Scientific and Industrial Research","CSIR/WRI/OP.376/30","-","Single Sourced","1","Design and Construction of Covid-19 Testing Laboratory For CSIR - Water Research Institute","ETC/PPA","40 (1)a - Proprietary","28th August, 2020","30th November, 2020","Ghana Cedi","Gh¢700000.00","CSIR - Building and Road Research Institute","0","0","0","-"
"University Of Ghana (UG)","GR/UG/SS/UGCS/0052/2020","-","Single Sourced","Various","Contract for the Expansion of 3PAR Cloud Storage to Support E-Learning Programme.","ETC/PPA","40 (1)c - National Emergency / Catastrophic Event","31st August, 2020","14th October, 2020","USA Dollar","$107072.63","GEROMINO DATA SYSTEMS (GDS) AFRICA LIMITED","0","0","0","-"
"University Of Ghana (UG)","GR/UG/WACCBIP/GD/001/2020","-","Single Sourced","Various","Framework Contract for the Supply of Laboratory Reagent -various","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","12th July, 2020","09th December, 2020","USA Dollar","$304192.07","INQABA BIOTEC WEST AFRICA LIMITED","","","","-"
"University Of Ghana (UG)","GR/UG/WACCBIP/GD/001/2020","-","Single Sourced","Various","Framework Contract for Supply of Laboratory Reagent.","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","02nd July, 2020","09th December, 2020","USA Dollar","$943435.89","Carramore International","0","Thonsbridge Mills Miry Lane HD9 7RW, UK","0","-"
"University Of Ghana (UG)","GR/UG/SS/UGCS/GDS/0055/2020","-","Single Sourced","Various","Contract for the Renewal of HP Cloud Matrix Support System. Qty-1","ETC/PPA","40 (1)a - Proprietary","13th October, 2020","12th October, 2020","Ghana Cedi","Gh¢775137.47","GEROMINO DATA SYSTEMS (GDS) AFRICA LIMITED","0","0","0","-"
"University Of Ghana (UG)","GR/UG/SS/UGCS/GDS/054/2020","-","Single Sourced","Lot 1 & 2","Contract for Renewal of Sophos Licenses- Lot 1 & 2","ETC/PPA","40 (1)c - National Emergency / Catastrophic Event","24th September, 2020","09th November, 2020","Ghana Cedi","Gh¢401752.53","GEROMINO DATA SYSTEMS (GDS) AFRICA LIMITED","0","0","0","-"
"University Of Ghana (UG)","GR/UG/SS/BALME/2020","-","Single Sourced","Various","Contract for Online Research and Academic Tool","ETC/PPA","40 (1)c - National Emergency / Catastrophic Event","01st April, 2020","31st March, 2023","USA Dollar","$39360.00","EBSCO INFORMATION SERVICES","0","P. O Box 749 2118 CRESTA CONSTANTIA KLOOF, SOUTH AFRICA 1709","0","-"
"University Of Ghana (UG)","GR/UG/SS/AAD/GDS/056/2020","-","Single Sourced","Lot 1","Contract for Printing and Supply of Certificate Blanks. Qty-50,000","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","17th November, 2020","01st September, 2021","British Pound","£12925.00","ADVANCE SECURE TECHNOLOGIES LIMITED","0","CF3 5EA, EASTERN BUSINESS PARK, ST MELLONS CARDIFF, UK","0","-"
"University Of Ghana (UG)","GR/UG/GS/008/20","-","Single Sourced","Lot 1","Contract for renting and laundry of Academic Gowns.","ETC/PPA","72 (5) (b) - Consultant / Urgency ( 40) (1) (b)","11th September, 2020","12th February, 2020","Ghana Cedi","Gh¢264494.94","TRENOR COATS AND GOWNS","0","0","0","-"
"University Of Ghana (UG)","GR/UG/GS/008/20","-","Single Sourced","Lot 2","Contract for Laundry Service of Academic Gown","ETC/PPA","72 (5) (b) - Consultant / Urgency ( 40) (1) (b)","11th September, 2020","25th September, 2020","Ghana Cedi","Gh¢94485.66","MOA 3 EAGLES LIMITED","0","0","0","-"
"University Of Ghana (UG)","UG/WACCI/ACE II/009/SS/00121","-","Single Sourced","Various","Contract for Laboratory Equipment and Reagent.","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","20th October, 2020","12th December, 2020","Ghana Cedi","Gh¢180317.61","ARCOA GHANA LIMITED","0","P. O BOX CT 9678 CANTONMENT, ACCRA - GHANA","0","-"
"University Of Ghana (UG)","UG/WACCI/ACE II/009/SS/00121","-","Single Sourced","Various","Contract for supply of Reagent and consumables.","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","03rd November, 2020","15th December, 2020","Ghana Cedi","Gh¢1335907.10","RESOLVE SYSTEMS LIMITED","","","","-"
"Volta River Authority","VRA/PRD/PO/1022000071","-","Single Sourced","1","Items Procured Includes: 1. Cooler Box Hydraulic Oil Module Dredger CZ.400 2. Cooler Box Hydraulic Oil Module Dredger CZ.400, 89-06-220A, Steel/Galvanized Material.","ETC/PPA","40 (1)a - Proprietary","16th June, 2020","15th March, 2021","Euro","€20500.00","Weka Boxcoolers Bv","0","P. O. Box 3052 2935 ZH, Ouderkerk A/D Ijssel, Hollands, Netherlands","0","-"
"Volta River Authority","VRA/PRD/PO/2022000027","-","Single Sourced","1","SUPPLY OF: 1. GENERATOR SURFACE AIR COOLERS 2. GENERATOR THRUST BEARING OIL COOLERS","ETC/PPA","40 (1)a - Proprietary","06th July, 2020","19th April, 2021","USA Dollar","$375735.00","Thermofin 47","0","J5R 1B6, Rue Marie Victorin, Candiac (Quebec), Canada","0","-"
"Volta River Authority","VRA/PRD/PO/2022000029","-","Single Sourced","1","DIGITAL EXCITER EX2100e PARTS FOR HYDRO GENERATION DEPARTMENT, AKOSOMBO","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","21st July, 2020","26th April, 2021","USA Dollar","$206158.34","GE Energy FZE","0","Plot Number MO0531, Block Number 15, Jebel Ali Free Zone, United Arab Emirates","0","-"
"University Of Ghana (UG)","GR/UG/SS/UGCS/GDS/001/2020","-","Single Sourced","Various","Contract for the Renewal of Microsoft Licenses. Qty - Various","ETC/PPA","40 (1)a - Proprietary","28th August, 2020","07th September, 2020","Ghana Cedi","Gh¢533593.79","INTERCOM PROGRAMMING AND MANUFACTURING COMPANY LIMITED( IPMC)","","","","-"
"Ministry Of Fisheries And Aquaculture Development","GR/MFAD/GD/004/2020","-","Single Sourced","LOT1&2&3","CONTRACT HAS BEEN AWARDED TO K. ASENSO LIMITED","ETC/PPA","40 (1)b - Urgency","02nd December, 2020","02nd February, 2021","Ghana Cedi","Gh¢1089030.33","K. Asenso Company Limited","0","0","0","-"
"Ministry Of Fisheries And Aquaculture Development","GR/MFAD/GD/001/2020","-","Single Sourced","LOT1&2&3&4","CONTRACT AWARDED TO CALME SPARK LIMITED","ETC/PPA","40 (1)b - Urgency","02nd November, 2020","03rd December, 2020","Ghana Cedi","Gh¢2426000.00","CALME SPARK LIMITED","","","","-"
"Ministry Of Fisheries And Aquaculture Development","GR/MFAD/GD/014/2020","-","Single Sourced","LOT 1","CONTRACT AWARDED","ETC/PPA","40 (1)b - Urgency","25th August, 2020","19th November, 2020","Ghana Cedi","Gh¢36000000.00","K. Asenso Company Limited","0","0","0","-"
"Ridge Hospital","GHS/GARH/CEU-PQT-39/19/001","-","Single Sourced","1","Procurement of of Karl Storz Tower Accessories","ETC/PPA","40 (1)b - Urgency","03rd September, 2020","24th September, 2020","Ghana Cedi","Gh¢1277160.19","EFKWA COMPANY LTD","","","","-"
"Ridge Hospital","GHS/GARH/CEU-PQT-29/20/001","-","Single Sourced","","Procurement of GE LifeCare  Support Accessories for GARH","PPA/CTRC","40 (1)a - Proprietary","15th December, 2020","29th December, 2020","Ghana Cedi","Gh¢2267356.10","PACIFIC DIAGNOSTICS LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/SERV/POT/FM-01/20/004","-","Single Sourced","","Procurement of Monthly Maintenance Support for Hospital Information Management System ( HEALTH PRO )GARH","ETC/PPA","40 (1)b - Urgency","21st February, 2020","05th May, 2020","Ghana Cedi","Gh¢324000.00","Spagad Technologies Limited","","","0","-"
"Ridge Hospital","GHSGARH/SERV/POT/FM-01/20/001","-","Single Sourced","","Procurement of Corrective and Preventive Maintenance Services for HAVC Systems in the New Admission Building and Ancilliary Building at GARH","PPA/CTRC","40 (1)d - Standardization/Compatibility/Limited Size","21st April, 2020","05th May, 2020","Ghana Cedi","Gh¢436590.00","Cool Investment (GH) Limited","","","0","-"
"Ridge Hospital","GHS/GARH/SERV/POT/FM-01/20/005","-","Single Sourced","","Procurement of Monthly IT Infrastructure Support ( Local and Foreign) at GARH","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","21st April, 2020","05th May, 2020","Ghana Cedi","Gh¢262521.00","Crystal Unique Technologies Limited","","","0","-"
"Ministry Of Fisheries And Aquaculture Development","GR/MFAD/GD/015/2020","-","Single Sourced","LOT1","Procurement Of Aquavac Irido Vaccine For Containment And Prevention Of Fish Disease On The Volta Lake","ETC/PPA","40 (1)c - National Emergency / Catastrophic Event","29th May, 2020","30th September, 2020","Ghana Cedi","Gh¢5746000.00","VBP COMPANY LIMITED","","","","-"
"Ghana Civil Aviation Authority","GR/GCAA/GD/0001/2020","-","Single Sourced","1","Procurement of Netperformer Multiplexors (Baseband Equipment","ETC/PPA","40 (1)a - Proprietary","12th November, 2020","01st April, 2021","USA Dollar","$77228.00","Aeronav","G@MAIL.COM","0","0","-"
"Volta Lake Transport Company Limited","VLTC/YQNB/001/2021","-","Single Sourced","LOT 1 OF 2","SUPPLY OF SCHOTTEL SRP170 PARTS AND ACCESSORIES TO REHABILITATE 'MV YAPEI QUEEN' AT VLTC, AKOSOMBO","ETC/PPA","40 (1)b - Urgency","14th January, 2021","12th March, 2021","Ghana Cedi","Gh¢1887612.01","QUANIM COMPANY LTD","","","","-"
"Ridge Hospital","GHS/GARH/NMED-PQT-89/20/001","-","Single Sourced","","GTP NUSTYLE CLOTH - WAX FITTER 3C TNI-6YDS","ETC/PPA","40 (1)a - Proprietary","09th December, 2020","23rd December, 2020","Ghana Cedi","Gh¢155972.43","Premium African Textiles Com. Limited","0","0","0","-"
"Ridge Hospital","GHS/GARH/CEU-PQT-14/20/001","-","Single Sourced","","RICHARD WOLF ENDOSCOPY MACHINE  ACCESSORIES","ETC/PPA","40 (1)b - Urgency","03rd September, 2020","03rd September, 2020","Ghana Cedi","Gh¢171536.63","Reha Medical Supply (Gh) Limited","0","0","0","-"
"Ridge Hospital","GHS/GARH/GA/G-001","-","Single Sourced","","CORRECTIVE AND PREVENTIVE MAINTENANCE SERVICES FOR BD EQUIPMENT (BACTEX FX 40TH AND PHOENIX 100TH)","ETC/PPA","40 (1)a - Proprietary","04th January, 2021","18th April, 2021","Ghana Cedi","Gh¢87533.03","BECTON COMPANY LIMITED","","","","-"
"Ridge Hospital","GHS/GARH/GA/G-001","-","Single Sourced","","PROCUREMENT OF CORRECTIVE AND PREVENTIVE MAINTENANCE FOR TOSHIBA CT AQUILLION 16 SCAN MACHINE AND APPLIO 300 ULTRASOUND MACHINE.","ETC/PPA","40 (1)b - Urgency","04th January, 2021","18th January, 2021","Ghana Cedi","Gh¢186046.88","Africano Health Care Limited","0","0","0","-"
"National Identification Authority","GR/NIA/CS/SSP/0001/2018","-","Single Sourced","","Provision of consultancy services on communication and public education for the NIA Mass Registration Exercise","ETC/PPA","40 (1)b - Urgency","05th June, 0018","05th June, 2020","Ghana Cedi","Gh¢5076285.06","ACTIVATE AFRICA","","","","-"
"National Identification Authority","GR/NIA/CS/SSP/0002/2020","-","Single Sourced","","CONSULTANCY SERVICES ON THE COMPLETION AND REFURBISHMENT OF THE NATIONAL DATA CENTRE BUILDING FOR THE NATIONAL IDENTIFICATION AUTHORITY","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","30th July, 2020","30th June, 2021","Ghana Cedi","Gh¢1718749.17","DESIGN NETWORK ARCHITECTS LIMITED","","","","-"
"National Identification Authority","GR/NIA/WK/SSP/0006/2020","-","Single Sourced","","COMPLETION AND REFURBISHMENT OF THE NATIONAL DATA CENTRE BUILDING FOR THE NATIONAL IDENTIFICATION AUTHORITY","ETC/PPA","40 (1)b - Urgency","20th July, 2020","31st May, 2021","Ghana Cedi","Gh¢24553559.50","TOP INTERNATIONAL ENGINEERING GHANA LIMITED","","","","-"
"Foods and Drugs Authority","FDA/PSD/2020/A.12.6/SIS-0162","-","Single Sourced","1","Supply of consumables, installation and qualification of an additional water purification system at the Laboratory Services Department of the Food and drugs Authority","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","21st December, 2020","21st March, 2021","Ghana Cedi","Gh¢58238.79","CLEANEARTH SCIENTIFIC LTD","","","","-"
"Foods and Drugs Authority","FDA/PSD/2020/A.12.8/SIS/0127","-","Single Sourced","1","Renewal of Planned Preventive Maintenance Service for the Laboratory Information Management System (LIMS) in the Laboratory Services Department of the Food and Drugs Authority","ETC/PPA","40 (1)a - Proprietary","24th August, 2020","30th April, 2021","USA Dollar","$3735.00","Oasis Info Tech Limited","adm@oasislims.in","SP-2,22, GODWN INDUSTRIAL Estate, Japu 303006, Rajasthani, India","+91 141 2214001","-"
"Foods and Drugs Authority","FDA/PSD/2020/A.4.1/SIS/0126","-","Single Sourced","1","Renewal of subscription for 2021 British Pharmacopeia online version from the stationery office 9TSO)","ETC/PPA","40 (1)a - Proprietary","28th September, 2021","31st December, 2021","British Pound","£4250.00","The Stationery Office (TSO)","customerservice@tso.co.uk","P.O. Box 29, Norwich, UK","0333 202 5070","-"
"Foods and Drugs Authority","FDA/PSD/2020/A.1.1/SIS/0017(01)","-","Single Sourced","1","1st call-off for Maintenance and Calibration Services and Supply of parts for the condom testing machine at the Laboratory Services Department of the Food and Drugs Authority","ETC/PPA","40 (1)a - Proprietary","01st June, 2020","01st June, 2021","USA Dollar","$8302.00","Valendor Ab Sweden","info@Valendor.se","0","+46-(0)8- 514 302 44","-"
"Foods and Drugs Authority","FDA/PSD/2020/A.1.1/SIS/0017(02)","-","Single Sourced","2","2nd Call-Off for the supply and calibration of Digital Thickness Gauge for the Laboratory Services Department of the Food and Drugs Authority","ETC/PPA","40 (1)a - Proprietary","20th July, 2020","20th July, 2021","USA Dollar","$12940.00","Valendor Ab Sweden","info@Valendor.se","0","+46-(0)8- 514 302 44","-"
